Codigo	Matricula
1373367	2889JCN
1373352	2643JCN
1373917	1672JCN
1373142	6411JCM
1373256	7732JCM
1373339	9836JCM
1373165	5415JCM
1373262	5444JCM
1373211	4046JCM
1373253	3197JCM
1389610	3118JCM
1373139	3132JCM
1373258	3064JCM
1509872	9300JCL
1373085	1793JCM
1373206	9485JCL
1373208	9348JCL
1373501	9410JCL
1373009	9763JCL
1372977	4299JCL
1372966	5488JCL
1485292	5054JCL
1485972	7140JCL
1373059	4466JCL
1372888	9078JCK
1372871	9352JCK
1392156	9922JCK
1372964	2959JCL
1372892	9274JCK
1372885	5154JCK
1372774	7325JCK
1372706	4934JCK
1372746	5826JCK
1372770	7796JCK
1372880	5202JCK
1372757	1060JCK
1372762	2560JCK
1373056	3424JCJ
1372968	7009JCJ
1372496	9330JCH
1372494	4092JCH
1372700	7165JCH
1372414	5919JCG
1375006	8088JCG
1372388	9230JCG
1373120	5580JCG
1372361	0554JCG
1372199	0483JCG
1372253	1744JCG
1372365	0614JCG
1372358	0458JCG
1372156	1280JCG
1372377	0488JCG
1372077	8382JCF
1372070	8311JCF
1372210	7544JCF
1372127	7293JCF
1372498	6083JCF
1372074	4346JCF
1371564	5764JCF
1372079	2688JCF
1488934	0400JCF
1371417	6380JCD
1371426	6177JCD
1371291	5218JCD
1371428	6301JCD
1371431	6033JCD
1371424	5463JCD
1371316	4442JCD
1371326	4270JCD
1371131	1340JCD
1371330	1267JCD
1371333	1197JCD
1371391	2905JCD
1371248	9253JCC
1371223	8205JCC
1371337	0378JCD
1371122	0937JCD
1371135	8942JCC
1371115	8577JCC
1371216	0980JCD
1371340	8318JCC
1371218	1011JCD
1371068	7417JCC
1371127	7514JCC
1371129	7041JCC
1371117	7276JCC
1371213	5233JCC
1370929	2957JCC
1370894	0547JCC
1370916	3106JCC
1370896	0588JCC
1370904	6926JCB
1370778	8078JCB
1370695	6883JCB
1370762	7712JCB
1370898	9741JCB
1370793	9551JCB
1370731	8193JCB
1370796	7527JCB
1370848	5463JCB
1370791	5620JCB
1371478	3782JCB
1370605	4239JCB
1370677	4668JCB
1354841	2853JCB
1354833	1499JCB
1370600	2660JCB
1370685	0517JCB
1354855	2263JCB
1354845	0941JCB
1354768	6765JBZ
1354858	7095JBZ
1354707	8927JBZ
1354850	9445JBZ
1354770	9509JBZ
1371124	8502JBZ
1370672	0102JCB
1354759	6618JBZ
1354861	7055JBZ
1354553	3040JBZ
1354655	4388JBZ
1354658	3658JBZ
1354766	3512JBZ
1354852	3564JBZ
1354749	6498JBZ
1354847	2700JBZ
1354578	1820JBZ
1472655	2028JBZ
1354534	2125JBZ
1354645	0817JBZ
1354643	1746JBZ
1354641	1728JBZ
1354761	0925JBZ
1354639	2763JBZ
1354523	9324JBY
1354386	5872JBY
1354551	7096JBY
1354547	7811JBY
1354545	8978JBY
1354449	6237JBY
1354566	6337JBY
1354582	9319JBY
1354570	6076JBY
1354555	9407JBY
1370786	6671JBY
1371077	6422JBY
1354467	2688JBY
1354473	4992JBY
1354470	1255JBY
1354451	0200JBY
1354400	2098JBY
1354549	2933JBY
1354369	1551JBY
1354360	4211JBY
1354371	0824JBY
1354303	0837JBY
1354311	8986JBW
1354316	6737JBX
1354287	9532JBW
1354290	1390JBX
1354285	7032JBX
1354648	3522JBX
1354293	9554JBW
1380086	9245JBW
1354199	1628JBW
1354397	3536JBW
1354197	1716JBW
1354109	1272JBW
1354012	5203JBV
1354105	5064JBV
1354203	9702JBV
1354010	5150JBV
1354043	4908JBV
1354049	4935JBV
1354077	4969JBV
1354074	5672JBV
1353993	5238JBV
1354064	6120JBV
1354185	5854JBV
1354511	5236JBV
1354005	2610JBV
1353989	7501JBT
1354026	9713JBT
1353972	9091JBT
1354003	7807JBT
1353966	9732JBT
1354019	9959JBT
1354021	7431JBT
1354276	1540JBV
1353897	7382JBT
1354191	8366JBT
1353905	6388JBT
1353912	2235JBT
1354016	6273JBT
1353800	2021JBT
1353851	4184JBT
1353902	4977JBT
1354089	2685JBT
1353930	2858JBT
1353858	4775JBT
1353962	2903JBT
1353916	5299JBT
1353900	6598JBT
1353928	4407JBT
1353782	7767JBS
1353914	9714JBS
1353822	7609JBS
1353803	1237JBT
1353964	7708JBS
1353792	1199JBT
1353750	8226JBS
1354800	9669JBS
1371606	3857JBS
1353719	2051JBS
1353785	9970JBR
1353745	0868JBS
1353895	0378JBS
1353625	4385JBR
1353909	3973JBR
1353597	6593JBR
1353710	3935JBR
1353621	6690JBR
1353619	6474JBR
1353715	9382JBR
1353689	6728JBR
1353606	9256JBR
1353702	6888JBR
1353492	4325JBR
1353699	6509JBR
1353599	8392JBR
1353564	5510JBR
1353617	3627JBR
1353454	0450JBR
1353610	9728JBP
1354318	9666JBP
1353612	1088JBR
1353627	1788JBR
1353346	9582JBP
1353724	3577JBR
1353458	9665JBP
1353623	2585JBR
1354114	1229JBR
1353328	9110JBP
1353336	6092JBP
1353530	9162JBP
1353197	6734JBP
1353448	6413JBP
1353452	6356JBP
1353156	1975JBP
1353159	5605JBP
1353071	1590JBP
1353276	2785JBP
1353334	1744JBP
1353153	5828JBP
1353269	5690JBP
1352964	9889JBN
1353330	0636JBP
1353147	7546JBN
1353032	7292JBN
1352880	7641JBN
1353042	7278JBN
1353038	0984JBP
1353034	0380JBP
1353339	9460JBN
1353322	0955JBP
1353341	9966JBN
1353319	1018JBP
1353576	3621JBN
1352839	2755JBN
1446572	3263JBN
1352819	4234JBN
1352864	4263JBN
1352945	3895JBN
1352858	2579JBN
1352772	3752JBN
1352913	4816JBN
1352927	2360JBN
1352922	3472JBN
1353001	6748JBN
1352902	5202JBN
1352816	2917JBN
1352940	2068JBN
1352920	4316JBN
1352897	6008JBN
1352856	2668JBN
1352843	2308JBN
1352917	3191JBN
1353787	4463JBN
1352620	7272JBM
1352630	1247JBN
1352894	9854JBM
1353028	8012JBM
1352638	7147JBM
1352757	7366JBM
1352568	8182JBM
1352750	1492JBN
1352765	7057JBM
1352547	5794JBM
1352551	4001JBM
1352634	3271JBM
1352583	3140JBM
1352402	2935JBM
1352681	4532JBM
1352556	2669JBM
1352416	3101JBM
1352654	6148JBM
1352636	3378JBM
1352885	3537JBM
1352389	9117JBL
1352394	9509JBL
1352601	0155JBM
1352305	9175JBL
1352398	1931JBM
1352624	9507JBL
1352536	9193JBL
1352408	1211JBM
1352560	0521JBM
1352368	9923JBL
1352392	0102JBM
1352303	9286JBL
1353150	1334JBM
1352272	7854JBL
1352249	5775JBL
1352386	8622JBL
1352379	5207JBL
1352170	4045JBL
1352239	5110JBL
1352105	3335JBL
1352130	2682JBL
1352414	2875JBL
1352132	5164JBL
1352251	2808JBL
1352107	3483JBL
1352124	2645JBL
1506724	1892JBK
1351980	7435JBK
1352618	5335JBK
1352086	1951JBL
1352111	0890JBK
1352090	1438JBL
1352371	6458JBK
1352069	4648JBK
1352115	1369JBK
1352100	9772JBJ
1352022	5049JBK
1352075	9155JBK
1351934	5814JBJ
1351985	8476JBJ
1351907	1648JBJ
1351990	9126JBJ
1351941	6754JBJ
1351842	2804JBJ
1351951	5216JBJ
1352066	4011JBJ
1352396	3554JBJ
1352135	9123JBJ
1351926	7087JBH
1351789	4973JBH
1352120	5311JBH
1351994	5497JBH
1351731	6927JBH
1352072	8454JBH
1351807	9432JBH
1351784	5212JBH
1351777	8646JBH
1351756	8444JBH
1351931	7597JBH
1351797	4985JBH
1351709	5520JBH
1352959	8687JBH
1351549	0076JBH
1351674	0039JBH
1351671	3857JBH
1351889	2286JBH
1351768	2283JBH
1351547	0242JBH
1351759	2292JBH
1352748	1156JBH
1351592	0662JBH
1351551	0089JBH
1351545	0425JBH
1351681	2843JBH
1351803	8941JBG
1351525	8260JBG
1351679	7246JBG
1351793	8976JBG
1351543	9140JBG
1351560	8020JBG
1351515	7857JBG
1351354	4887JBG
1351357	4999JBG
1351522	6904JBG
1351555	3104JBG
1351426	3791JBG
1351517	4240JBG
1351822	3028JBG
1351557	3034JBG
1351436	5299JBG
1351294	0446JBG
1351252	9092JBF
1351421	2690JBG
1351992	0337JBG
1351238	8856JBF
1351300	9221JBF
1351190	5711JBF
1351303	6705JBF
1351176	5260JBF
1351181	2314JBF
1351178	4278JBF
1351077	3614JBF
1351093	3866JBF
1351503	4159JBF
1351171	4162JBF
1351087	3121JBF
1351199	4411JBF
1486142	9984JBD
1354537	0060JBF
1351081	0072JBF
1350941	9108JBD
1351622	8944JBD
1350972	0958JBF
1350915	1638JBF
1350933	8997JBD
1351166	0312JBF
1350902	9309JBD
1350927	9168JBD
1350906	9354JBD
1350943	9415JBD
1351111	6474JBD
1350961	5722JBD
1350797	6091JBD
1350958	5751JBD
1350925	5634JBD
1350950	5834JBD
1350724	5401JBD
1350931	4972JBD
1350701	5053JBD
1350794	3780JBD
1350799	5029JBD
1350585	1414JBD
1350587	0941JBD
1350566	1477JBD
1350726	8656JBC
1350704	8395JBC
1350593	8607JBC
1350581	8985JBC
1350716	9093JBC
1350595	9222JBC
1350719	8453JBC
1350599	9566JBC
1350572	8428JBC
1350562	5861JBC
1473981	4048JZL
1350413	3823JBC
1350520	4631JBC
1350662	9770JBB
1350338	7638JBB
1350393	5736JBB
1350406	5415JBB
1350410	5396JBB
1350311	8269JBB
1350356	8807JBB
1350491	9977JBB
1350314	7971JBB
1350494	9606JBB
1350575	9114JBB
1350403	9796JBB
1350839	2383JBC
1440102	7769JBB
1350570	2040JBC
1350379	0549JBC
1350400	5234JBB
1350191	2716JBB
1350308	3136JBB
1350408	2330JBB
1350439	3071JBB
1350209	3903JBB
1350306	2796JBB
1350205	1087JBB
1350202	7619HZZ
1350131	9266HZZ
1350198	8185HZZ
1350125	8781HZZ
1350081	6769HZZ
1350127	4126HZZ
1350123	6735HZZ
1350083	4111HZZ
1350304	6257HZZ
1350120	4147HZZ
1350200	4873HZZ
1349958	2846HZY
1350073	2869HZY
1350058	3514HZY
1350078	6918HZY
1349951	2336HZZ
1350046	6294HZY
1349868	3978HZY
1349953	3043HZZ
1349863	5611HZX
1349847	5191HZX
1349962	1982HZY
1349955	1802HZY
1350195	6122HZX
1349887	8612HZW
1349678	8680HZW
1349755	2098HZX
1349724	9662HZW
1349766	8560HZW
1349859	8595HZW
1349659	3424HZW
1349753	3056HZW
1349727	4181HZW
1349759	5684HZW
1349680	4840HZW
1349751	3202HZW
1349762	7591HZW
1349661	3563HZW
1349802	9178HZV
1349409	8670HZV
1349722	1598HZW
1349543	2323HZW
1349510	2428HZW
1349919	9235HZV
1349655	8839HZV
1349518	1641HZW
1349558	8767HZV
1349532	6725HZV
1349537	4030HZV
1349419	6540HZV
1349470	6057HZV
1349545	4280HZV
1349424	3721HZV
1349879	3755HZV
1349370	5259HZV
1349513	6878HZV
1349614	5686HZV
1349612	5187HZV
1349540	7175HZV
1349412	8242HZT
1349515	1277HZV
1349286	2512HZV
1349337	8098HZT
1349282	0404HZV
1349324	8083HZT
1349455	0947HZV
1349335	8103HZT
1349326	1280HZV
1349349	8256HZT
1349223	6486HZT
1349200	4995HZT
1349198	5007HZT
1349218	7845HZT
1349339	4864HZT
1349235	0750HZT
1350035	9862HZS
1349492	0580HZT
1349233	0052HZT
1349228	0005HZT
1349205	1097HZT
1349220	9794HZS
1349230	9920HZS
1349207	2464HZT
1349053	9739HZS
1349017	7190HZS
1349037	8694HZS
1349142	8436HZS
1349019	6827HZS
1349031	6515HZS
1349144	7389HZS
1349088	7955HZS
1349047	8177HZS
1349132	7038HZS
1348927	5469HZS
1349414	3384HZS
1348931	1375HZS
1348999	1498HZS
1348946	7357HZR
1348874	9541HZR
1348829	7914HZR
1348794	0602HZS
1348943	7407HZR
1348825	0574HZS
1348827	8111HZR
1349033	0585HZS
1348839	7388HZR
1348833	3153HZR
1348925	2842HZR
1348831	5172HZR
1348812	6335HZR
1348822	6411HZR
1348653	3015HZR
1348562	3175HZR
1348665	5120HZR
1348658	9292HZP
1348971	2466HZR
1348656	0549HZR
1348547	0640HZR
1348706	1952HZR
1349690	9828HZP
1348662	8320HZP
1348459	6938HZP
1348412	7482HZP
1348371	5164HZP
1348441	4143HZP
1348469	3411HZP
1348382	3462HZP
1348762	3495HZP
1348376	0841HZP
1348298	0407HZP
1348253	2699HZP
1348156	9231HZN
1348374	0732HZP
1348191	9921HZN
1348289	2515HZP
1348153	6696HZN
1348150	7303HZN
1348145	5402HZN
1348083	5949HZN
1348143	5694HZN
1348296	5659HZN
1348115	7056HZN
1348073	4597HZN
1348294	4305HZN
1348136	5039HZN
1348131	5226HZN
1348062	1879HZN
1348120	5177HZN
1348122	4197HZN
1348067	5197HZN
1348078	4553HZN
1348134	2098HZN
1347944	1703HZN
1348124	2769HZN
1348439	2775HZN
1348127	5038HZN
1348080	2475HZN
1347930	0245HZN
1347956	8825HZM
1347949	8967HZM
1347947	9012HZM
1347951	0872HZN
1347853	9058HZM
1348050	0200HZN
1347954	8921HZM
1347965	0128HZN
1347905	8857HZM
1348048	0840HZN
1348057	0307HZN
1348285	9985HZM
1347971	7221HZM
1347960	7815HZM
1347840	3041HZM
1347834	3171HZM
1347611	1773HZM
1347638	0977HZM
1347569	0774HZM
1348060	1533HZM
1347736	1171HZM
1348065	4488HZM
1347838	2815HZM
1347577	6888HZL
1347830	0154HZM
1348497	9047HZL
1347617	6820HZL
1347740	7161HZL
1347738	9821HZL
1347742	7661HZL
1347589	9364HZL
1347538	8027HZL
1347722	0135HZM
1347730	6973HZL
1347761	9213HZL
1347631	0201HZM
1347597	6684HZL
1347626	6698HZL
1347572	6511HZK
1347466	6227HZK
1347461	6789HZK
1347583	1378HZK
1347728	2992HZK
1347469	2742HZK
1347282	0212HZK
1347449	0682HZK
1347346	0773HZK
1347342	0739HZK
1347271	6762HZJ
1347348	6018HZJ
1347353	5245HZJ
1347278	9503HZJ
1347187	3474HZJ
1347358	2416HZJ
1347356	1176HZJ
1347224	9231HZH
1347351	0407HZJ
1347558	3556HZJ
1347274	0695HZJ
1347267	2722HZJ
1347175	9237HZH
1347094	6974HZH
1347082	6879HZH
1347067	8502HZH
1346998	1515HZH
1347076	3285HZH
1346896	1142HZH
1347080	4103HZH
1346935	9645HZG
1347014	8437HZG
1347012	8294HZG
1346927	0781HZH
1346834	8372HZG
1347069	9830HZG
1346987	8820HZG
1346894	8898HZG
1346931	8674HZG
1347087	9966HZG
1346921	0762HZH
1346906	8532HZG
1346992	0841HZH
1346996	0926HZH
1346903	4017HZG
1346886	4185HZG
1346889	4144HZG
1346809	7955HZG
1346815	6268HZG
1346806	0400HZG
1346803	1889HZG
1346688	1926HZG
1346704	0441HZG
1346780	1700HZG
1346960	2167HZG
1346714	1397HZG
1346938	8808HZF
1346717	6481HZF
1346419	4028HZF
1346783	4869HZF
1346623	4266HZF
1346497	6377HZF
1525363	9560KPT
1346495	2835HZF
1346407	1641HZF
1346221	9207HZD
1346295	1415HZF
1346298	1205HZF
1346292	1400HZF
1346416	9121HZD
1346251	0255HZF
1346290	7586HZD
1346206	8038HZD
1346203	7303HZD
1346182	8167HZD
1346219	6723HZD
1346099	3365HZD
1346119	2954HZD
1346096	3386HZD
1346198	5630HZD
1346491	5578HZD
1346196	5562HZD
1346115	3104HZD
1346113	0436HZD
1346029	1223HZD
1346094	1066HZD
1346092	1055HZD
1346134	8988HZC
1345959	8956HZC
1345971	9379HZC
1345965	6293HZC
1345967	8113HZC
1345903	8296HZC
1345969	5751HZC
1345878	3296HZC
1345838	4330HZC
1345760	5052HZC
1345881	3567HZC
1345820	2898HZC
1345810	3398HZC
1345762	3528HZC
1346108	4779HZC
1345899	3086HZC
1345866	3163HZC
1346102	4202HZC
1345897	2848HZC
1345652	0750HZC
1345678	0281HZC
1345659	9670HZB
1345661	1123HZC
1347774	0725HZC
1345539	9438HZB
1345552	9429HZB
1345672	9413HZB
1345665	7443HZB
1346901	4884HZB
1345311	5073HZB
1345415	6046HZB
1395868	5133HZB
1345404	5049HZB
1345402	7986HYZ
1345406	7920HYZ
1345189	7783HYZ
1344988	7977HYY
1345084	2848HYZ
1345181	6130HYZ
1345185	6184HYZ
1345086	3202HYZ
1345135	4678HYZ
1345192	5300HYZ
1345195	2786HYZ
1345276	1015HYZ
1345041	9470HYY
1345053	9805HYY
1345043	0022HYZ
1345022	9483HYY
1345198	9407HYY
1344990	6602HYY
1344981	8105HYY
1344971	8556HYY
1344941	7026HYY
1345039	6733HYY
1344995	4991HYY
1344939	5377HYY
1344923	5810HYY
1344894	4996HYY
1344878	5262HYY
1345001	4741HYY
1345657	1997HYY
1344840	3339HYY
1344890	3404HYY
1344999	3015HYY
1344921	1929HYY
1344845	8974HYX
1344850	1196HYY
1344993	9382HYX
1344813	0091HYY
1344821	9362HYX
1344780	8943HYX
1344854	9442HYX
1344783	0021HYY
1344668	7034HYX
1344670	6952HYX
1344785	6893HYX
1344792	8729HYX
1344693	8566HYX
1344713	4595HYX
1344698	6167HYX
1345027	5516HYX
1344857	6035HYX
1344559	4278HYX
1344572	4338HYX
1344902	5968HYX
1344722	5536HYX
1344703	4549HYX
1344447	2298HYX
1344564	2522HYX
1344401	9816HYW
1344512	1648HYX
1344449	0966HYX
1344926	9311HYW
1344623	9168HYW
1344443	6118HYW
1344318	6879HYW
1344373	8410HYW
1345178	6455HYW
1344551	6026HYW
1344277	3310HYW
1344306	3663HYW
1344231	4013HYW
1344308	5213HYW
1344292	3550HYW
1344295	4953HYW
1344380	4869HYW
1344716	5655HYW
1344493	3993HYW
1344286	1389HYW
1344518	1612HYW
1344201	1547HYW
1344304	1240HYW
1344288	1327HYW
1344282	3016HYW
1344310	1272HYW
1344387	0967HYW
1344116	8046HYV
1344211	9240HYV
1344199	9905HYV
1344487	9328HYV
1344214	9085HYV
1344384	4700HYV
1344246	4810HYV
1344037	5285HYV
1344168	4787HYV
1344284	7643HYV
1344104	1561HYV
1344035	4062HYV
1344170	2456HYV
1344109	3685HYV
1344562	1823HYV
1344204	1996HYV
1344028	0523HYV
1344030	0670HYV
1344021	8172HYT
1344023	8304HYT
1343917	8537HYT
1343981	0870HYV
1343920	8586HYT
1343997	9721HYT
1343897	8112HYT
1343974	5290HYT
1343976	6533HYT
1343893	6636HYT
1343899	6529HYT
1343983	6158HYT
1344017	6137HYT
1344019	7403HYT
1343824	5205HYT
1343826	5023HYT
1343830	1150HYT
1343985	2700HYT
1344032	1094HYT
1343901	4940HYT
1344155	1382HYT
1343828	3143HYS
1343756	1739HYS
1343672	1475HYS
1344917	4606HYS
1343683	1897HYS
1343679	1247HYS
1344829	2785HYS
1343726	2492HYS
1343737	1025HYS
1344111	1057HYS
1343700	2097HYS
1343656	4647HYR
1343647	6518HYR
1343677	5964HYR
1343674	3447HYR
1344025	9681HYR
1343658	3596HYR
1346411	7935HYP
1343563	8956HYP
1343652	9343HYP
1343559	7896HYP
1343540	6573HYP
1343516	6106HYP
1343520	4845HYP
1343547	7388HYP
1343537	3836HYP
1343514	5160HYP
1343543	7285HYP
1343545	3583HYP
1343885	5200HYP
1343650	0264HYP
1343353	6714HYN
1344567	8923HYN
1343445	8821HYN
1343402	3525HYN
1343322	4195HYN
1343530	8372HYN
1343361	5708HYN
1343392	7780HYN
1343532	4240HYN
1343394	5027HYN
1343465	8246HYN
1343534	4121HYN
1343333	2139HYN
1343805	8256HYM
1343325	1752HYN
1343400	9029HYM
1343243	7935HYM
1343302	6676HYM
1343299	7931HYM
1343518	6818HYM
1343283	6204HYM
1343245	7987HYM
1343278	5535HYM
1343095	0386HYM
1343218	1669HYM
1343138	0918HYM
1343085	2146HYM
1343083	2204HYM
1343087	3479HYM
1343063	1058HYM
1343120	3662HYM
1343089	2190HYM
1343389	0889HYM
1343126	3352HYM
1343037	7536HYL
1343220	5762HYL
1343026	0291HYM
1342950	5441HYL
1343030	0295HYM
1343023	5466HYL
1343108	6769HYL
1343576	1618HYL
1343133	1963HYL
1342894	1052HYL
1342904	3275HYL
1342944	3694HYL
1343032	5026HYL
1342850	1074HYL
1342927	2484HYL
1343140	3695HYL
1342948	0519HYL
1343240	1209HYL
1343398	4990HYL
1342559	5095HYJ
1342856	9654HYK
1342942	6300HYK
1523237	9689HYK
1343238	0236HYL
1342861	0190HYL
1342915	9965HYK
1342759	5314HYK
1342665	2411HYK
1342757	6089HYK
1342837	5246HYK
1342663	2562HYK
1342811	5238HYK
1342761	1851HYK
1342781	1852HYK
1342630	9746HYJ
1342616	9779HYJ
1342661	1609HYK
1342763	9118HYJ
1342642	9159HYJ
1342767	9221HYJ
1342569	8864HYJ
1342773	9194HYJ
1343157	9048HXT
1342561	6909HYJ
1342652	7200HYJ
1342649	5137HYJ
1342784	8471HYJ
1342498	4227HYJ
1342640	6490HYJ
1342627	6029HYJ
1342644	7164HYJ
1342632	7700HYJ
1342556	4285HYJ
1342646	7407HYJ
1342563	6824HYJ
1342565	8301HYJ
1342614	5649HYJ
1342516	9825HYH
1343751	0222HYJ
1342466	3771HYJ
1342450	3349HYJ
1342388	9835HYG
1342438	0262HYJ
1342620	9168HYH
1342436	9328HYH
1342487	7914HYH
1342634	3616HYJ
1342469	2618HYJ
1342478	7805HYH
1342553	9018HYH
1342391	7985HYH
1342433	9297HYH
1342393	7856HYH
1342395	7880HYH
1342398	1296HYH
1342493	6215HYH
1342380	6307HYH
1342481	4697HYH
1342385	7229HYH
1342410	1905HYH
1342453	1686HYH
1375816	0020HYH
1342319	9990HYG
1343028	9739HYG
1342276	9939HYG
1342221	0193HYH
1342314	9797HYG
1343912	7983HYG
1342001	0462HYG
1342046	8770HYF
1342163	2093HYG
1342003	9397HYF
1342044	0553HYG
1342123	8647HYF
1342215	0845HYG
1342057	0831HYG
1342205	4939HYF
1341918	7117HYF
1341902	5996HYF
1341908	2337HYF
1342120	7166HYF
1341913	2885HYF
1341916	7141HYF
1341702	6243HYD
1342062	7149HYD
1342127	1000HYF
1341707	6643HYD
1341683	6405HYD
1341906	1090HYF
1341688	6709HYD
1341808	1485HYF
1341710	6549HYD
1341899	6850HYD
1341888	0314HYF
1341700	6733HYD
1341798	7858HYD
1341805	1492HYF
1341803	1496HYF
1341871	8436HYC
1341800	7600HYC
1341692	3961HYC
1341904	5546HYD
1341698	3788HYC
1341690	3934HYC
1341537	3256HYB
1341555	7344HYB
1341535	3369HYB
1341667	6565HYB
1341564	5946HYB
1341890	6585HYB
1342213	6531HYB
1341604	3155HYB
1341613	5501HYB
1341533	2927HYB
1341444	5677HXZ
1342656	9397HXZ
1341671	8326HXZ
1341455	6511HXZ
1341609	8798HXZ
1341459	6200HXZ
1341514	0749HYB
1341661	7782HXZ
1341611	8557HXZ
1524239	8301HXZ
1341568	2615HXZ
1341403	0268HXZ
1341432	0124HXZ
1341790	5025HXZ
1341540	5012HXZ
1341664	5004HXZ
1341436	0302HXZ
1341483	3033HXZ
1341523	2851HXZ
1341638	7215HXY
1341370	6351HXY
1341616	7626HXY
1341442	8969HXY
1341368	6378HXY
1341255	5883HXY
1341261	3948HXY
1341281	4768HXY
1341275	6015HXY
1341273	3177HXY
1341270	3349HXY
1341266	3128HXY
1341257	0607HXY
1341086	8659HXX
1341253	2210HXY
1341187	9032HXX
1341250	2573HXY
1341365	0659HXY
1341189	9740HXX
1341113	9574HXX
1341192	2735HXY
1341372	2920HXY
1341185	8447HXX
1511224	6645KKK
1341313	0906HXX
1341014	1744HXX
1341080	0366HXX
1341094	0120HXX
1341008	0155HXX
1341096	0131HXX
1341104	1448HXX
1340863	5428HXW
1340855	5514HXW
1341000	6395HXW
1343136	8018HXW
1340964	6661HXW
1341003	6279HXW
1340991	5535HXW
1340988	6932HXW
1341078	9598HXW
1340867	2665HXW
1340847	1529HXW
1340841	1463HXW
1341065	2911HXW
1340980	5001HXW
1340865	1339HXW
1340845	1369HXW
1340874	5118HXW
1340878	2736HXW
1340861	1323HXW
1340776	6575HXV
1340768	7202HXV
1340793	9093HXV
1340771	6546HXV
1340795	6470HXV
1341011	4025HXV
1340993	2588HXV
1340677	5645HXV
1340556	1593HXV
1340871	3966HXV
1340546	0941HXV
1340876	0975HXV
1340679	0690HXV
1340882	3646HXV
1341062	0982HXV
1340665	2153HXV
1340843	5123HXT
1340552	5368HXT
1340535	5929HXT
1340766	7198HXT
1340525	7351HXT
1340786	4681HXT
1340801	5499HXT
1340550	6178HXT
1340836	7329HXT
1340788	5617HXT
1382693	6557HXT
1340562	9890HXT
1340566	4583HXT
1340857	0642HXV
1340661	9904HXT
1340558	4611HXT
1340454	3796HXT
1340390	0647HXT
1340505	1625HXT
1340564	8605HXS
1340527	1563HXT
1340523	0611HXT
1340560	8641HXS
1340385	9259HXS
1340532	3358HXT
1340461	3899HXT
1340371	4456HXS
1340387	4533HXS
1340363	7255HXS
1340381	4588HXS
1340669	5088HXS
1340321	7242HXS
1340459	5096HXS
1340377	4640HXS
1372876	5090HXS
1340359	7805HXS
1343129	7414HXS
1340280	1529HXS
1340222	0123HXS
1340277	0579HXS
1340282	9409HXR
1340092	5233HXR
1340521	7121HXR
1340188	7279HXR
1340218	5468HXR
1340056	4840HXR
1340017	3659HXR
1339973	0333HXR
1340036	2942HXR
1339996	8889HXP
1340015	2180HXR
1340354	2825HXR
1340216	8914HXP
1340050	8462HXP
1340011	8508HXP
1340210	2062HXR
1340009	1041HXR
1340044	3076HXR
1339927	4607HXP
1339986	5114HXP
1339873	8124HXP
1339868	4329HXP
1340024	8308HXP
1339904	5609HXP
1340027	8290HXP
1340002	5551HXP
1339732	4310HXP
1339863	3671HXP
1339700	9359HXN
1339978	0103HXP
1339734	9604HXN
1339730	9449HXN
1339715	9295HXN
1339589	9572HXN
1339723	9288HXN
1339690	0663HXP
1339826	0986HXP
1339721	9330HXN
1339725	9279HXN
1339692	0824HXP
1339708	9393HXN
1339675	9909HXN
1340758	6651HXN
1339684	6439HXN
1339764	3978HXN
1339695	8304HXN
1339474	9042HXM
1339557	8754HXN
1339553	8861HXN
1339615	5557HXM
1339451	0400HXM
1339712	1294HXM
1339564	6201HXM
1339449	7520HXM
1339736	1253HXM
1339430	9052HXL
1339984	4019HXM
1339570	2290HXM
1339585	6510HXM
1339579	6624HXM
1339550	3501HXM
1339464	0883HXM
1339457	6716HXM
1339326	0722HXL
1339295	6801HXL
1339287	8121HXL
1339307	0675HXL
1339289	7893HXL
1339272	3979HXL
1339329	5440HXL
1339369	7771HXL
1339274	6514HXL
1339291	8075HXL
1339313	0936HXL
1339870	4379HXL
1339302	9208HXK
1339209	5487HXK
1339172	7450HXK
1339110	5536HXK
1339221	0048HXL
1339297	9670HXK
1339106	6079HXK
1339340	8770HXK
1339338	8943HXK
1339218	0026HXL
1339342	8839HXK
1339299	5674HXK
1339119	0642HXK
1339100	0717HXK
1339104	0732HXK
1339097	0698HXK
1340031	2987HXK
1339224	3630HXK
1339088	4510HXK
1339112	0628HXK
1339095	0750HXK
1339089	4262HXK
1339226	2629HXK
1339229	1190HXK
1339213	2824HXK
1338940	4928HXJ
1339001	0195HXK
1338942	5448HXJ
1339277	7000HXJ
1374712	4945HXJ
1339067	7288HXJ
1339003	6056HXJ
1339072	6793HXJ
1339042	1588HXJ
1338806	1677HXJ
1338889	3857HXJ
1338919	0901HXJ
1339248	0298HXJ
1338881	0306HXJ
1338758	5337HXH
1338788	6982HXH
1338901	7570HXH
1339241	8541HXH
1338899	7817HXH
1338742	6991HXH
1338762	7977HXH
1338769	7934HXH
1338764	8038HXH
1338883	6166HXH
1338778	7518HXH
1338756	3904HXH
1338724	4413HXH
1339123	4416HXH
1338546	9815HXG
1338663	9768HXG
1338667	1908HXH
1338681	0782HXH
1338686	2525HXH
1338683	0186HXH
1338751	3588HXH
1338738	1916HXH
1338529	9788HXG
1338673	0356HXH
1338576	9447HXG
1338531	6228HXG
1338501	7118HXG
1338594	6241HXG
